"CHA192504220",0,"Threatening weather CDT=105 CDT=more than 25000, NYT=close to 30000","FILENAME_TX","LINE_NUMBER_CT"
"CHA192505290",32,"Bounced off Kamm's glove","1925CHA.EVA.regular.comment.csv",291
"CHA192505290",36,"Cobb's long throw to 3B held Collins","1925CHA.EVA.regular.comment.csv",292
"CHA192505290",47,"Off Mangum's glove","1925CHA.EVA.regular.comment.csv",293
"CHA192505290",48,"Falk fumbled","1925CHA.EVA.regular.comment.csv",294
"CHA192505290",49,"Ump Owens hit in the neck by a foul tip off Wingo's bat and time was called.","1925CHA.EVA.regular.comment.csv",295
"CHA192505290",76,"Heilmann overstepped 3B","1925CHA.EVA.regular.comment.csv",296
"CHA192505290",89,"Into LF bleachers","1925CHA.EVA.regular.comment.csv",297
"CHA192505290",92,"Johnson was knocked down by a terrific liner off Falk's bat, the ball caroming off his cheek to Neun who touched 1B. Johnson was helped off the field, but fainted just before reaching the dugout. Teammates carried him to the clubhouse. He was then taken to the hospital.","1925CHA.EVA.regular.comment.csv",298
"CHA192505301",16,"Falk dropped the ball after a hard run","1925CHA.EVA.regular.comment.csv",299
"CHA192505301",30,"Pitchout to get Jacobson","1925CHA.EVA.regular.comment.csv",300
"CHA192505301",35,"Infield hit","1925CHA.EVA.regular.comment.csv",301
"CHA192505301",50,"Knocked down the smash","1925CHA.EVA.regular.comment.csv",302
"CHA192505301",53,"Through SS","1925CHA.EVA.regular.comment.csv",303
"CHA192505302",11,"Wide throw to Collins","1925CHA.EVA.regular.comment.csv",304
"CHA192505302",12,"CDN: PO2(24)","1925CHA.EVA.regular.comment.csv",305
"CHA192505302",27,"Nice stop","1925CHA.EVA.regular.comment.csv",306
"CHA192505302",37,"Off Danforth's glove","1925CHA.EVA.regular.comment.csv",307
"CHA192505302",46,"ej,bushj102,P,owenb901,Balk call Joe Bush ejected by HP umpire Brick Owens from the coaching line","1925CHA.EVA.regular.comment.csv",308
"CHA192505302",48,"To the wall","1925CHA.EVA.regular.comment.csv",309
"CHA192505302",59,"Initially called safe because Sisler was off the bag, Ump Rowland reversed his decision declaring Sisler tagged him.","1925CHA.EVA.regular.comment.csv",310
"CHA192506250",0,"Originally scheduled as the 2nd game of a double-header, the 1st was cancelled to give the field a chance to dry after the morning rain.","1925CHA.EVA.regular.comment.csv",311
"CHA192506250",10,"Infield was playing in","1925CHA.EVA.regular.comment.csv",312
"CHA192506250",16,"Collins dropped the throw","1925CHA.EVA.regular.comment.csv",313
"CHA192506250",19,"Off Lutzke's glove","1925CHA.EVA.regular.comment.csv",314
"CHA192506250",23,"Attempted double steal","1925CHA.EVA.regular.comment.csv",315
"CHA192506250",26,"CPD: 63","1925CHA.EVA.regular.comment.csv",316
"CHA192506250",32,"Great running catch","1925CHA.EVA.regular.comment.csv",317
"CHA192506250",33,"Into LF bleachers","1925CHA.EVA.regular.comment.csv",318
"CHA192506250",35,"Texas Leaguer","1925CHA.EVA.regular.comment.csv",319
"CHA192506250",38,"Nice running catch","1925CHA.EVA.regular.comment.csv",320
"CHA192506250",47,"Attempted double steal","1925CHA.EVA.regular.comment.csv",321
"CHA192506250",48,"Nice catch near the stands","1925CHA.EVA.regular.comment.csv",322
"CHA192506250",54,"CPD: D/89.2-H","1925CHA.EVA.regular.comment.csv",323
"CHA192506250",55,"Singled off Lutzke's glove; wild throw to 1B","1925CHA.EVA.regular.comment.csv",324
"CHA192506250",58,"Bedford's ML debut","1925CHA.EVA.regular.comment.csv",325
"CHA192506250",73,"Off Fewster's glove","1925CHA.EVA.regular.comment.csv",326
"CHA192506250",78,"Bedford's 1st ML AB","1925CHA.EVA.regular.comment.csv",327
"CHA192506260",1,"Liner bounced off Faber's glove but he recovered in time","1925CHA.EVA.regular.comment.csv",328
"CHA192506260",18,"Into LF bleachers","1925CHA.EVA.regular.comment.csv",329
"CHA192506260",31,"Swell catch","1925CHA.EVA.regular.comment.csv",330
"CHA192506260",32,"Nice running catch","1925CHA.EVA.regular.comment.csv",331
"CHA192506260",33,"Off Kamm's glove","1925CHA.EVA.regular.comment.csv",332
"CHA192506260",36,"Fewster covered 1B","1925CHA.EVA.regular.comment.csv",333
"CHA192506260",38,"High throw to 2B","1925CHA.EVA.regular.comment.csv",334
"CHA192506260",44,"Nasty hopper","1925CHA.EVA.regular.comment.csv",335
"CHA192506260",50,"CPD: S4/G","1925CHA.EVA.regular.comment.csv",336
"CHA192506271",2,"Off Lyons' glove","1925CHA.EVA.regular.comment.csv",337
"CHA192506271",3,"Schalk covered 3B","1925CHA.EVA.regular.comment.csv",338
"CHA192506271",33,"Through Kamm","1925CHA.EVA.regular.comment.csv",339
"CHA192506271",40,"High throw pulled Davis off the bag","1925CHA.EVA.regular.comment.csv",340
"CHA192506271",46,"ej,colle101,P,ormsr901,Call at 1B Eddie Collins ejected by 1B umpire Red Ormsby; Smith had tried several pickoff throws to keep Collins close.","1925CHA.EVA.regular.comment.csv",341
"CHA192506271",53,"Into RF bleachers","1925CHA.EVA.regular.comment.csv",342
"CHA192506272",3,"CDN: Speaker given three bases when a spectator interfered with the ball.","1925CHA.EVA.regular.comment.csv",343
"CHA192506272",4,"Great stop","1925CHA.EVA.regular.comment.csv",344
"CHA192506272",5,"Wind-aided","1925CHA.EVA.regular.comment.csv",345
"CHA192506272",19,"Caromed off Robertson's glove to Barrett","1925CHA.EVA.regular.comment.csv",346
"CHA192506272",26,"Over Davis","1925CHA.EVA.regular.comment.csv",347
"CHA192506272",34,"Over 1B","1925CHA.EVA.regular.comment.csv",348
"CHA192506272",64,"Hit & run through SS as Sewell ran to cover 2B","1925CHA.EVA.regular.comment.csv",349
"CHA192506272",65,"Hit & run","1925CHA.EVA.regular.comment.csv",350
"CHA192506272",72,"CPD: Caromed off Robertson's glove to Barrett CDN: 43","1925CHA.EVA.regular.comment.csv",351
"CHA192506280",8,"Mostil was run down","1925CHA.EVA.regular.comment.csv",352
"CHA192506280",25,"Hit & run; Sewell ran to cover 2B as it went through the vacated spot.","1925CHA.EVA.regular.comment.csv",353
"CHA192506280",35,"Close play","1925CHA.EVA.regular.comment.csv",354
"CHA192506280",79,"Fine running catch","1925CHA.EVA.regular.comment.csv",355
"CHA192506280",81,"Knocked it down","1925CHA.EVA.regular.comment.csv",356
"CHA192507070",5,"Off B.Harris' glove; it was half way between a scratch hit and a rank error.  Hit & run.","1925CHA.EVA.regular.comment.csv",357
"CHA192507070",30,"Through B.Harris","1925CHA.EVA.regular.comment.csv",358
"CHA192507070",64,"CDN reported Ruether not Ruel who drove in Bluege","1925CHA.EVA.regular.comment.csv",359
"CHA192507070",72,"Past Kamm who was playing in close for a bunt","1925CHA.EVA.regular.comment.csv",360
"CHA192507080",25,"Past Peck","1925CHA.EVA.regular.comment.csv",361
"CHA192507090",4,"Off Collins' glove","1925CHA.EVA.regular.comment.csv",362
"CHA192507090",11,"Past Sheely","1925CHA.EVA.regular.comment.csv",363
"CHA192507090",21,"Bounced past Collins","1925CHA.EVA.regular.comment.csv",364
"CHA192507090",31,"Davis dropped Thurston's pickoff throw","1925CHA.EVA.regular.comment.csv",365
"CHA192507090",41,"Over B.Harris","1925CHA.EVA.regular.comment.csv",366
"CHA192507090",50,"Goslin fumbled","1925CHA.EVA.regular.comment.csv",367
"CHA192507090",56,"Bounced past Collins","1925CHA.EVA.regular.comment.csv",368
"CHA192507090",57,"Mostil spiked himself in the knee as he tried to field McNeely's hit; the wound was dressed and he continued.","1925CHA.EVA.regular.comment.csv",369
"CHA192507090",59,"Nice catch","1925CHA.EVA.regular.comment.csv",370
"CHA192507090",74,"Great running catch","1925CHA.EVA.regular.comment.csv",371
"CHA192507090",78,"Over Collins","1925CHA.EVA.regular.comment.csv",372
"CHA192507090",79,"Off Connally's glove","1925CHA.EVA.regular.comment.csv",373
"CHA192507090",90,"Line drive off Connally's neck","1925CHA.EVA.regular.comment.csv",374
"CHA192507090",96,"Rice was run down; Goslin overran 2B.","1925CHA.EVA.regular.comment.csv",375
"CHA192507100",0,"Johnny Mostil Day at Comiskey Park. A couple thousand fans from Mostil's home town of Whiting, Indiana, presented him with a $600 diamond ring and a travel bag before the game.","1925CHA.EVA.regular.comment.csv",376
"CHA192507100",1,"CDN: Hit in the back; CDT: hit on the pants","1925CHA.EVA.regular.comment.csv",377
"CHA192507100",15,"Great 1-handed catch","1925CHA.EVA.regular.comment.csv",378
"CHA192507100",19,"Texas Leaguer","1925CHA.EVA.regular.comment.csv",379
"CHA192507100",30,"Neely was run down","1925CHA.EVA.regular.comment.csv",380
"CHA192507100",40,"Assume B.Harris with PO","1925CHA.EVA.regular.comment.csv",381
"CHA192507100",43,"Attempted double steal","1925CHA.EVA.regular.comment.csv",382
"CHA192507100",55,"Off Robertson's shin","1925CHA.EVA.regular.comment.csv",383
"CHA192507100",56,"Past Collins","1925CHA.EVA.regular.comment.csv",384
"CHA192507100",69,"Off Kamm's glove","1925CHA.EVA.regular.comment.csv",385
"CHA192507100",70,"Hit & run","1925CHA.EVA.regular.comment.csv",386
"CHA192507100",76,"Off Peck's glove","1925CHA.EVA.regular.comment.csv",387
"CHA192507100",79,"Past J.Harris","1925CHA.EVA.regular.comment.csv",388
"CHA192507100",81,"Bad hop off Peck's glove","1925CHA.EVA.regular.comment.csv",389
"CHA192507100",87,"Hooper fumbled","1925CHA.EVA.regular.comment.csv",390
"CHA192507100",93,"Swell stop","1925CHA.EVA.regular.comment.csv",391
"CHA192507100",94,"Nice stop back of 3B","1925CHA.EVA.regular.comment.csv",392
"CHA192507110",0,"CDT=94","1925CHA.EVA.regular.comment.csv",393
"CHA192507110",8,"Texas Leaguer as he tried to duck an in-shoot; hit & run","1925CHA.EVA.regular.comment.csv",394
"CHA192507110",10,"Falk overran 2B","1925CHA.EVA.regular.comment.csv",395
"CHA192507110",18,"Nice stop","1925CHA.EVA.regular.comment.csv",396
"CHA192507110",24,"Great sprinting catch","1925CHA.EVA.regular.comment.csv",397
"CHA192507110",29,"Past Hooper","1925CHA.EVA.regular.comment.csv",398
"CHA192507110",30,"Nice tumbling catch of low liner","1925CHA.EVA.regular.comment.csv",399
"CHA192507110",39,"Into LF bleachers","1925CHA.EVA.regular.comment.csv",400
"CHA192507110",42,"Texas Leaguer; Gehrig ran 'like a Paddock'","1925CHA.EVA.regular.comment.csv",401
"CHA192507110",45,"Close play","1925CHA.EVA.regular.comment.csv",402
"CHA192507110",52,"Into LF bleachers","1925CHA.EVA.regular.comment.csv",403
"CHA192507110",57,"Into LF bleachers","1925CHA.EVA.regular.comment.csv",404
"CHA192507110",65,"Sudden rainstorm halted rest of game","1925CHA.EVA.regular.comment.csv",405
"CHA192507130",1,"Nice stop","1925CHA.EVA.regular.comment.csv",406
"CHA192507130",5,"Past Meusel; 16-game hitting streak","1925CHA.EVA.regular.comment.csv",407
"CHA192507130",7,"Bounced off Hoyt's glove/shoes through the box","1925CHA.EVA.regular.comment.csv",408
"CHA192507130",28,"Into LF bleachers","1925CHA.EVA.regular.comment.csv",409
"CHA192507130",33,"NYTEM coverage ended here","1925CHA.EVA.regular.comment.csv",410
"CHA192507130",36,"Past Davis","1925CHA.EVA.regular.comment.csv",411
"CHA192507130",40,"Great catch off his shoetops","1925CHA.EVA.regular.comment.csv",412
"CHA192507130",44,"Against the wire in front of LF bleachers","1925CHA.EVA.regular.comment.csv",413
"CHA192507130",49,"Texas Leaguer","1925CHA.EVA.regular.comment.csv",414
"CHA192507130",55,"Eluded both Combs and Meusel","1925CHA.EVA.regular.comment.csv",415
"CHA192507140",5,"Ruth injured his side when he dropped to the ground at the last minute to avoid a collision with Combs.","1925CHA.EVA.regular.comment.csv",416
"CHA192507140",6,"Ward dropped throw","1925CHA.EVA.regular.comment.csv",417
"CHA192507140",7,"NYTEM/NYEW: PO2(14)","1925CHA.EVA.regular.comment.csv",418
"CHA192507140",15,"Hit & run","1925CHA.EVA.regular.comment.csv",419
"CHA192507140",31,"Nice running catch","1925CHA.EVA.regular.comment.csv",420
"CHA192507140",56,"Off Dugan's glove; bad hop","1925CHA.EVA.regular.comment.csv",421
"CHA192507140",65,"NYTEM/NYEW: S9","1925CHA.EVA.regular.comment.csv",422
"CHA192507140",66,"Texas Leaguer NYTEM/NYEW: S7.1-3","1925CHA.EVA.regular.comment.csv",423
"CHA192507140",67,"Off LCF screen","1925CHA.EVA.regular.comment.csv",424
"CHA192507140",68,"CDN: 2/FL","1925CHA.EVA.regular.comment.csv",425
"CHA192507151",1,"#453: 6/P","1925CHA.EVA.regular.comment.csv",426
"CHA192507151",3,"Past Collins","1925CHA.EVA.regular.comment.csv",427
"CHA192507151",4,"Into LF seats","1925CHA.EVA.regular.comment.csv",428
"CHA192507151",22,"#453: 64(1)/FO","1925CHA.EVA.regular.comment.csv",429
"CHA192507151",27,"Off Poole's shins","1925CHA.EVA.regular.comment.csv",430
"CHA192507151",39,"Davis tried for 2B when Lamar momentarily fumbled","1925CHA.EVA.regular.comment.csv",431
"CHA192507151",43,"Close play","1925CHA.EVA.regular.comment.csv",432
"CHA192507151",50,"Through Davis","1925CHA.EVA.regular.comment.csv",433
"CHA192507151",55,"Great diving catch","1925CHA.EVA.regular.comment.csv",434
"CHA192507151",64,"Diving catch","1925CHA.EVA.regular.comment.csv",435
"CHA192507151",82,"#127: 2X2(84)","1925CHA.EVA.regular.comment.csv",436
"CHA192507152",2,"Through SS","1925CHA.EVA.regular.comment.csv",437
"CHA192507152",9,"#127: BX2(84)","1925CHA.EVA.regular.comment.csv",438
"CHA192507152",15,"Robbed","1925CHA.EVA.regular.comment.csv",439
"CHA192507152",24,"#127: 2X3(64)","1925CHA.EVA.regular.comment.csv",440
"CHA192507152",25,"Source #127 coverage ended here","1925CHA.EVA.regular.comment.csv",441
"CHA192507152",27,"Past Kamm","1925CHA.EVA.regular.comment.csv",442
"CHA192507152",31,"Kamm dropped Falk's throw-in","1925CHA.EVA.regular.comment.csv",443
"CHA192507152",55,"Into LF bleachers","1925CHA.EVA.regular.comment.csv",444
"CHA192507152",64,"Guessing Barrett entered here","1925CHA.EVA.regular.comment.csv",445
"CHA192507152",74,"BOUNCE HR; actually, it rolled through a gate in RF","1925CHA.EVA.regular.comment.csv",446
"CHA192507152",74,"Guessing Grabowski entered here","1925CHA.EVA.regular.comment.csv",447
"CHA192507160",1,"Wild/late peg to Lyons","1925CHA.EVA.regular.comment.csv",448
"CHA192507160",55,"Miller tried for a shoestring catch but it eluded him","1925CHA.EVA.regular.comment.csv",449
"CHA192507160",58,"Drooping fly fell in front of Lamar","1925CHA.EVA.regular.comment.csv",450
"CHA192507160",64,"Davis was spiked; time was called to dress his wounds","1925CHA.EVA.regular.comment.csv",451
"CHA192507160",72,"Nice stop","1925CHA.EVA.regular.comment.csv",452
"CHA192507170",2,"Through Davis","1925CHA.EVA.regular.comment.csv",453
"CHA192507170",3,"CDN: Davis fumbled. PDL: Davis booted it all over the infield.","1925CHA.EVA.regular.comment.csv",454
"CHA192507170",6,"Poole slipped and fell running to touch 1B","1925CHA.EVA.regular.comment.csv",455
"CHA192507170",7,"Over Dykes","1925CHA.EVA.regular.comment.csv",456
"CHA192507170",12,"Hale knocked it down","1925CHA.EVA.regular.comment.csv",457
"CHA192507170",35,"Kamm knocked it down","1925CHA.EVA.regular.comment.csv",458
"CHA192507170",40,"Off Quinn's glove","1925CHA.EVA.regular.comment.csv",459
"CHA192507170",51,"Wide throw home but great diving tag by Schalk.","1925CHA.EVA.regular.comment.csv",460
"CHA192507170",55,"Mostil missed a shoestring catch attempt","1925CHA.EVA.regular.comment.csv",461
"CHA192507170",56,"Faber and Kamm hesitated as to whom would field it; Kamm finally jumped on it but his throw was too late.","1925CHA.EVA.regular.comment.csv",462
"CHA192507170",73,"Wide return throw","1925CHA.EVA.regular.comment.csv",463
"CHA192507180",2,"For the first two innings, CDN account had Prothro batting second and playing 3B for BOS.","1925CHA.EVA.regular.comment.csv",464
"CHA192507180",15,"Attempted double steal","1925CHA.EVA.regular.comment.csv",465
"CHA192507180",23,"Off Ezzell's glove","1925CHA.EVA.regular.comment.csv",466
"CHA192507180",24,"Hit & run","1925CHA.EVA.regular.comment.csv",467
"CHA192507180",33,"Off Ezzell's glove","1925CHA.EVA.regular.comment.csv",468
"CHA192507180",35,"Leaping stab","1925CHA.EVA.regular.comment.csv",469
"CHA192507180",36,"Off Davis' glove","1925CHA.EVA.regular.comment.csv",470
"CHA192507180",43,"Through SS","1925CHA.EVA.regular.comment.csv",471
"CHA192507180",44,"Great stop","1925CHA.EVA.regular.comment.csv",472
"CHA192507180",60,"Hit & run","1925CHA.EVA.regular.comment.csv",473
"CHA192507180",69,"Into LF bleachers","1925CHA.EVA.regular.comment.csv",474
"CHA192507180",73,"Stole 3B on next pitch","1925CHA.EVA.regular.comment.csv",475
"CHA192507201",26,"Past Collins","1925CHA.EVA.regular.comment.csv",476
"CHA192507201",29,"Vache again","1925CHA.EVA.regular.comment.csv",477
"CHA192507201",40,"Mostil bumped his head into RCF bleacher concrete but held on","1925CHA.EVA.regular.comment.csv",478
"CHA192507201",61,"Falk let it go through him","1925CHA.EVA.regular.comment.csv",479
"CHA192507202",45,"Into RF bleachers","1925CHA.EVA.regular.comment.csv",480
"CHA192507202",48,"Past Lee","1925CHA.EVA.regular.comment.csv",481
"CHA192507202",54,"Nice stop","1925CHA.EVA.regular.comment.csv",482
"CHA192507202",64,"Flagstead fumbled","1925CHA.EVA.regular.comment.csv",483
"CHA192507211",25,"Off Wamby's glove","1925CHA.EVA.regular.comment.csv",484
"CHA192507211",36,"Singled over SS","1925CHA.EVA.regular.comment.csv",485
"CHA192507211",46,"Infield hit over Faber","1925CHA.EVA.regular.comment.csv",486
"CHA192507211",59,"Off Kamm's hand","1925CHA.EVA.regular.comment.csv",487
"CHA192507211",73,"Bender was given a wonderful ovation as he marched from the bullpen.  It was his first ML appearance since 1917.","1925CHA.EVA.regular.comment.csv",488
"CHA192507211",77,"Landed in the top row of RF bleachers; hit for the cycle","1925CHA.EVA.regular.comment.csv",489
"CHA192507211",78,"Bender received generous applause by the fans","1925CHA.EVA.regular.comment.csv",490
"CHA192507211",81,"Newspapers reported Schalk broke Jim (Deacon) McGuire's all-time record of 1,574 games caught.","1925CHA.EVA.regular.comment.csv",491
"CHA192507212",2,"Over Sheely","1925CHA.EVA.regular.comment.csv",492
"CHA192507212",35,"Off Kamm's glove","1925CHA.EVA.regular.comment.csv",493
"CHA192507212",55,"Hit the bag; fast recovery by Sheely","1925CHA.EVA.regular.comment.csv",494
"CHA192507212",57,"To the far corner of CF","1925CHA.EVA.regular.comment.csv",495
"CHA192508150",18,"Off Whitehill's glove to O'Rourke","1925CHA.EVA.regular.comment.csv",496
"CHA192508150",18,"Kerr's 1st appearance since leaving ML in '21; great ovation","1925CHA.EVA.regular.comment.csv",497
"CHA192508150",19,"Great stop","1925CHA.EVA.regular.comment.csv",498
"CHA192508150",27,"Mostil was caught off 1B but Heilmann threw home instead","1925CHA.EVA.regular.comment.csv",499
"CHA192508150",34,"Off O'Rourke's glove","1925CHA.EVA.regular.comment.csv",500
"CHA192508150",39,"Off Whitehill's glove","1925CHA.EVA.regular.comment.csv",501
"CHA192508150",78,"Through O'Rourke","1925CHA.EVA.regular.comment.csv",502
"CHA192508150",80,"Over Fothergill","1925CHA.EVA.regular.comment.csv",503
"CHA192508170",5,"Burke and Tavener went after it but it dropped safely","1925CHA.EVA.regular.comment.csv",504
"CHA192508170",19,"Neun started for 3B after the catch.  Davis let Hooper's throw get through him and it rolled to the stand.","1925CHA.EVA.regular.comment.csv",505
"CHA192508170",20,"Past Collins","1925CHA.EVA.regular.comment.csv",506
"CHA192508170",23,"Bounced past Heilmann","1925CHA.EVA.regular.comment.csv",507
"CHA192508170",34,"Jones managed to smother it and scrambled to the bag in time","1925CHA.EVA.regular.comment.csv",508
"CHA192508170",46,"Nice 1-handed catch near the stand","1925CHA.EVA.regular.comment.csv",509
"CHA192508180",2,"Somersault catch; Mostil stumbled going after it but speared the ball while falling.","1925CHA.EVA.regular.comment.csv",510
"CHA192508180",6,"Sheely lost the grounder but Lyons recovered and tagged 1B","1925CHA.EVA.regular.comment.csv",511
"CHA192508180",45,"Great 1-handed catch","1925CHA.EVA.regular.comment.csv",512
"CHA192508180",70,"Shoestring catch","1925CHA.EVA.regular.comment.csv",513
"CHA192508190",8,"Nice stop","1925CHA.EVA.regular.comment.csv",514
"CHA192508190",14,"Leaping 1-handed catch","1925CHA.EVA.regular.comment.csv",515
"CHA192508190",16,"Nice 1-handed stop far to his left","1925CHA.EVA.regular.comment.csv",516
"CHA192508190",28,"1-handed catch","1925CHA.EVA.regular.comment.csv",517
"CHA192508190",31,"Nice play","1925CHA.EVA.regular.comment.csv",518
"CHA192508190",51,"Something went wrong with the White Sox strategy and Falk was caught between 2B and 3B.","1925CHA.EVA.regular.comment.csv",519
"CHA192508190",54,"Neat squeeze play","1925CHA.EVA.regular.comment.csv",520
"CHA192508190",60,"The ball rolled out of sight in the LF corner","1925CHA.EVA.regular.comment.csv",521
"CHA192508190",64,"Past Lee","1925CHA.EVA.regular.comment.csv",522
"CHA192508200",5,"Off Sheely's bare hand","1925CHA.EVA.regular.comment.csv",523
"CHA192508200",8,"Over Boone","1925CHA.EVA.regular.comment.csv",524
"CHA192508200",37,"Past Davis","1925CHA.EVA.regular.comment.csv",525
"CHA192508200",40,"Unknown trajectory","1925CHA.EVA.regular.comment.csv",526
"CHA192508200",42,"Hit & run","1925CHA.EVA.regular.comment.csv",527
"CHA192508200",49,"Collins went for it instead of letting Hooper take it but he couldn't hold on and it got away from him.","1925CHA.EVA.regular.comment.csv",528
"CHA192508200",50,"Great 1-handed, over-the-shoulder catch near LF grandstand. One of the most remarkable catches seen at Comiskey Park in many years.","1925CHA.EVA.regular.comment.csv",529
"CHA192508200",55,"Williams fumbled","1925CHA.EVA.regular.comment.csv",530
"CHA192508200",67,"Over Mostil","1925CHA.EVA.regular.comment.csv",531
"CHA192508200",73,"Hit & run","1925CHA.EVA.regular.comment.csv",532
"CHA192508200",74,"Nice catch","1925CHA.EVA.regular.comment.csv",533
"CHA192508210",0,"SLS=15K, CDT=18K","1925CHA.EVA.regular.comment.csv",534
"CHA192508210",4,"Great stop; Lamar headed for home as Kamm threw to 1B","1925CHA.EVA.regular.comment.csv",535
"CHA192508210",10,"Dykes' throw bounced past Poole","1925CHA.EVA.regular.comment.csv",536
"CHA192508210",26,"Past Bishop","1925CHA.EVA.regular.comment.csv",537
"CHA192508210",33,"Diving stop","1925CHA.EVA.regular.comment.csv",538
"CHA192508210",34,"Hit & run","1925CHA.EVA.regular.comment.csv",539
"CHA192508210",44,"ej,romme101,P,ormsr901,Bench jockeying Eddie Rommel ejected by HP umpire Red Ormsby","1925CHA.EVA.regular.comment.csv",540
"CHA192508210",46,"PDL: Bishop knocked down the liner and pursued it, but when he threw to 1B, Poole was standing a dozen feet from the bag shouting encouragement. The throw landed in Earl Mack's lap.","1925CHA.EVA.regular.comment.csv",541
"CHA192508210",49,"SLS coverage ended here","1925CHA.EVA.regular.comment.csv",542
"CHA192508210",52,"Knocked it down with 1 hand","1925CHA.EVA.regular.comment.csv",543
"CHA192508210",68,"Attempted double steal","1925CHA.EVA.regular.comment.csv",544
"CHA192508210",70,"Faber knocked it down; Kamm recovered","1925CHA.EVA.regular.comment.csv",545
"CHA192508210",71,"Lamar was run down","1925CHA.EVA.regular.comment.csv",546
"CHA192508210",72,"Off Faber's glove","1925CHA.EVA.regular.comment.csv",547
"CHA192508210",81,"Faber collided with Bishop","1925CHA.EVA.regular.comment.csv",548
"CHA192508220",0,"CDT=30K, PDT=33K According to PDL, a new PHA batting order was created out of a consensus vote by the players in an effort to stop their 5-game losing streak.  It paid off immediately.","1925CHA.EVA.regular.comment.csv",549
"CHA192508220",6,"Bounced into the grandstands near the end of the foul line","1925CHA.EVA.regular.comment.csv",550
"CHA192508220",7,"CDT: Collins knocked it down and in some way stepped on the ball.  It threw off his balance and he dropped with his left leg twisted under him.  He tried to get up and grab the ball but the prop wouldn't hold him; he fell again.  Trainer Buckner and Eddie Rommel helped him off the field in intense pain.  X-rays later showed a pulled tendon in his left hip. PDL: With the infield in Collins dashed to his left, dove, and got a glove on it.  As it rolled toward RF he got up and pursued it, dragging his leg.  Miller scored as Collins got to it; he collapsed and had to be carried off the field. WP: In lunging forward, Collins stopped quickly and tore several muscles in his left leg.  He fell in agony and it was several minutes before he was removed to the club house. NYT: Collins stepped on a ball hit toward 2B and wrenched a muscle in his left leg.  He was carried off the field but it was announced after the game his injury was not serious.","1925CHA.EVA.regular.comment.csv",551
"CHA192508220",41,"High bounder; great catch by Sheely of Kamm's low throw","1925CHA.EVA.regular.comment.csv",552
"CHA192508220",66,"Mostil misjudged it but made the catch","1925CHA.EVA.regular.comment.csv",553
"CHA192508230",0,"PDL/CDT=40K; overflow crowd lined the OF in a semi-circle from flagpole to flagpole behind ropes.","1925CHA.EVA.regular.comment.csv",554
"CHA192508230",1,"Texas Leaguer","1925CHA.EVA.regular.comment.csv",555
"CHA192508230",7,"Tremendous drive to the back row of LF bleachers","1925CHA.EVA.regular.comment.csv",556
"CHA192508230",30,"To CF when Galloway stopped after starting to cover 2B","1925CHA.EVA.regular.comment.csv",557
"CHA192508230",31,"Near Sox dugout","1925CHA.EVA.regular.comment.csv",558
"CHA192508230",45,"Knocked down the liner but couldn't retrieve it in time","1925CHA.EVA.regular.comment.csv",559
"CHA192508230",46,"Into LF bleachers","1925CHA.EVA.regular.comment.csv",560
"CHA192508230",52,"Dropped after a hard run","1925CHA.EVA.regular.comment.csv",561
"CHA192508230",57,"CDT: 4/P","1925CHA.EVA.regular.comment.csv",562
"CHA192508230",60,"Barrett & Sheely let it drop between them","1925CHA.EVA.regular.comment.csv",563
"CHA192508230",63,"High bounder","1925CHA.EVA.regular.comment.csv",564
"CHA192508230",73,"1-handed running catch far across the foul line","1925CHA.EVA.regular.comment.csv",565
"CHA192508230",76,"Bishop ranged far to his left, 10'into the outfield grass, speared it with one hand, whirled, and made a perfect peg.","1925CHA.EVA.regular.comment.csv",566
"CHA192508240",4,"Kamm let it roll but it struck 3B bag","1925CHA.EVA.regular.comment.csv",567
"CHA192508240",6,"Long drive over Simmons. During this AB, PDL reported Poole muffed an easy foul pop but official scorer did not charge FLE3 here.","1925CHA.EVA.regular.comment.csv",568
"CHA192508240",13,"Falk's sixth straight hit","1925CHA.EVA.regular.comment.csv",569
"CHA192508240",26,"Running catch of Texas Leaguer","1925CHA.EVA.regular.comment.csv",570
"CHA192508240",35,"High throw","1925CHA.EVA.regular.comment.csv",571
"CHA192508240",38,"Nice catch","1925CHA.EVA.regular.comment.csv",572
"CHA192508240",46,"Diving stop","1925CHA.EVA.regular.comment.csv",573
"CHA192508240",49,"Attempted squeeze was 'a lazy liner...Jack could have walked over to third and made the double play'.","1925CHA.EVA.regular.comment.csv",574
"CHA192508240",63,"ej,lamab101,P,owenb901,Threw bat Bill Lamar ejected by 1B umpire Brick Owens Lamar hurled his bat high in the air, scattering Coach Hale and Ump Owens.  It missed both","1925CHA.EVA.regular.comment.csv",575
"CHA192508240",64,"Blankenship deflected it","1925CHA.EVA.regular.comment.csv",576
"CHA192508250",0,"Joe Dugan out for season due to 'trick knee'. Eddie Collins out due to strained tendon.","1925CHA.EVA.regular.comment.csv",577
"CHA192508250",2,"Hit & run","1925CHA.EVA.regular.comment.csv",578
"CHA192508250",4,"Ruth stumbled out of the box or else would have had a hit","1925CHA.EVA.regular.comment.csv",579
"CHA192508250",16,"CDN: 34(1)/FO","1925CHA.EVA.regular.comment.csv",580
"CHA192508250",17,"CDN: 5/L","1925CHA.EVA.regular.comment.csv",581
"CHA192508250",20,"Wide throw; Crouse backed up the play","1925CHA.EVA.regular.comment.csv",582
